Row	dataset	instruments_on_platform_attributed_to
306	http://data.globalchange.gov/dataset/nasa-podaac-mw_oi-remss-l4-glob-v4-0	2
307	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_daily_v4	2
308	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_daily_v4	2
309	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_daily_v4	2
310	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_sm_smi_monthly_v4	2
311	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_7day-runningmean_v4	2
312	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_sm_smia_monthly_v4	2
313	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_7day_v4	2
314	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_7day_v4	2
315	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_monthly-climatology_v4	2
316	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_monthly-climatology_v4	2
317	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_28day-runningmean_v4	2
318	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_7day_v4	2
319	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_monthly-climatology_v4	2
320	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_seasonal-climatology_v4	2
321	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_daily_v4	2
322	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_seasonal-climatology_v4	2
323	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_3month_v4	2
324	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_annual_v4	2
325	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_3month_v4	2
326	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_annual_v4	2
327	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_28day-runningmean_v4	2
328	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_28day-runningmean_v4	2
329	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_monthly-climatology_v4	2
330	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_cumulative_v4	2
331	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_cumulative_v4	2
332	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_cap_monthly_v3	1
333	http://data.globalchange.gov/dataset/nasa-podaac-ascatb-l2-25km	1
334	http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_ssmi_f11_wind_vectors_flk	1
335	http://data.globalchange.gov/dataset/nasa-podaac-ers-2_byu_l3_ow_sigma0_enhanced	1
336	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-amsre	1
337	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-avhrr16_g	1
338	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-avhrr17_g	1
339	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-avhrr17_l	1
340	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-nar16_sst	1
341	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-nar18_sst	1
342	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-tmi	1
343	http://data.globalchange.gov/dataset/nasa-podaac-eur-l3p-nar_avhrr_metop_a	1
344	http://data.globalchange.gov/dataset/nasa-podaac-grace_gaa_l2_grav_gfz_rl05	1
345	http://data.globalchange.gov/dataset/nasa-podaac-grace_gab_l2_grav_gfz_rl05	1
346	http://data.globalchange.gov/dataset/nasa-podaac-grace_gac_l2_grav_gfz_rl05	1
347	http://data.globalchange.gov/dataset/nasa-podaac-grace_gad_l2_grav_csr_rl05	1
348	http://data.globalchange.gov/dataset/nasa-podaac-grace_gad_l2_grav_jpl_rl05	1
349	http://data.globalchange.gov/dataset/nasa-podaac-grace_gsm_l2_grav_csr_rl05_deg96	1
350	http://data.globalchange.gov/dataset/nasa-podaac-grace_gsm_l2_grav_gfz_rl05a_week	1
351	http://data.globalchange.gov/dataset/nasa-podaac-jason-1_jmr_enh	1
352	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_chla_monthly_4km_r	1
353	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_8day_9km_nighttime	1
354	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_daily_9km_nighttime	1
355	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_monthly_9km_nighttime	1
356	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_daily_4km_daytime	1
357	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_monthly_9km_nighttime	1
358	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_8day_9km_nighttime	1
359	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_annual_9km_nighttime	1
360	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_daily_9km_nighttime	1
361	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_monthly_9km_nighttime	1
362	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_4km_nighttime	1
363	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_9km_nighttime	1
364	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_daytime	1
365	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_4km_daytime	1
366	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_9km_daytime	1
367	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_4km_daytime	1
368	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_9km_nighttime	1
369	http://data.globalchange.gov/dataset/nasa-podaac-navo-l2p-avhrr17_l	1
370	http://data.globalchange.gov/dataset/nasa-podaac-navo-l2p-avhrr18_g	1
371	http://data.globalchange.gov/dataset/nasa-podaac-navo-l2p-avhrr19_g	1
372	http://data.globalchange.gov/dataset/nasa-podaac-navo-l2p-avhrrmta_g	1
373	http://data.globalchange.gov/dataset/nasa-podaac-neodaas-l2p-avhrr17_l	1
374	http://data.globalchange.gov/dataset/nasa-podaac-neodaas-l2p-avhrr19_l	1
375	http://data.globalchange.gov/dataset/nasa-podaac-nscat-level-3	1
376	http://data.globalchange.gov/dataset/nasa-podaac-osdpd-l2p-goes13	1
377	http://data.globalchange.gov/dataset/nasa-podaac-qscat_arctic_seaice_age_class_byuscp_v1	1
378	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_images_ltod	1
379	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_lite	1
380	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images	1
381	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_full	1
382	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_ltod	1
383	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_global_rectangular_browse_maps_full	1
384	http://data.globalchange.gov/dataset/nasa-podaac-qscat_l3_ow_jpl_browse_images	1
385	http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_2b_v2	1
386	http://data.globalchange.gov/dataset/nasa-podaac-remss-l2p_gridded_25-amsre	1
387	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_images	1
388	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_antarctic_polar-stereographic_browse_maps_ltod	1
389	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images_ltod	1
390	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_lite	1
391	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_2b_comp_12	1
392	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_2b_v2	1
393	http://data.globalchange.gov/dataset/nasa-podaac-seawinds_level_3_v2	1
394	http://data.globalchange.gov/dataset/nasa-podaac-tellus_2_deg_coef	1
395	http://data.globalchange.gov/dataset/nasa-podaac-tellus_dot_2008_data	1
396	http://data.globalchange.gov/dataset/nasa-podaac-tellus_dot_2008_jpg	1
397	http://data.globalchange.gov/dataset/nasa-podaac-tellus_land_gif_gfz_rl05	1
398	http://data.globalchange.gov/dataset/nasa-podaac-tellus_land_gif_rl05	1
399	http://data.globalchange.gov/dataset/nasa-podaac-tellus_land_gtif_gfz_rl05	1
400	http://data.globalchange.gov/dataset/nasa-podaac-tellus_land_gtif_jpl_rl05	1
401	http://data.globalchange.gov/dataset/nasa-podaac-tellus_land_nc_gfz_rl05	1
402	http://data.globalchange.gov/dataset/nasa-podaac-tellus_ocean_anim_jpl_rl05	1
403	http://data.globalchange.gov/dataset/nasa-podaac-tellus_oceaneof_anim_gfz_rl05	1
404	http://data.globalchange.gov/dataset/nasa-podaac-tellus_oceaneof_anim_rl05	1
405	http://data.globalchange.gov/dataset/nasa-podaac-tellus_oceaneof_gif_gfz_rl05	1
406	http://data.globalchange.gov/dataset/nasa-podaac-tellus_oceaneof_nc_gfz_rl05	1
407	http://data.globalchange.gov/dataset/nasa-podaac-tellus_oceaneof_nc_rl05	1
408	http://data.globalchange.gov/dataset/nasa-podaac-tellus_oceaneof_txt_jpl_rl05	1
409	http://data.globalchange.gov/dataset/nasa-podaac-tellus_ocean_gif_csr_rl05	1
410	http://data.globalchange.gov/dataset/nasa-podaac-tellus_ocean_gif_jpl_rl05	1
411	http://data.globalchange.gov/dataset/nasa-podaac-tellus_ocean_nc_jpl_rl05	1
412	http://data.globalchange.gov/dataset/nasa-podaac-tellus_ocean_txt_gfz_rl05	1
413	http://data.globalchange.gov/dataset/nasa-podaac-tellus_pgr_txt	1
414	http://data.globalchange.gov/dataset/nasa-podaac-topex_l2_ost_tmr_replacement	1
415	http://data.globalchange.gov/dataset/nasa-podaac-avhrrmtb_g-navo-l2p-v1-0	1
416	http://data.globalchange.gov/dataset/nasa-podaac-avhrr19_g-navo-l2p-v1-0	1
417	http://data.globalchange.gov/dataset/nasa-podaac-viirs_npp-ospo-l2p-v2-3	1
418	http://data.globalchange.gov/dataset/nasa-podaac-amsr2-remss-l2p-v7-2	1
419	http://data.globalchange.gov/dataset/nasa-ornldaac-1024	1
420	http://data.globalchange.gov/dataset/nasa-ornldaac-1044	1
421	http://data.globalchange.gov/dataset/nasa-ornldaac-1055	1
422	http://data.globalchange.gov/dataset/nasa-ornldaac-1096	1
423	http://data.globalchange.gov/dataset/nasa-ornldaac-1099	1
424	http://data.globalchange.gov/dataset/nasa-ornldaac-1145	1
425	http://data.globalchange.gov/dataset/nasa-ornldaac-1190	1
426	http://data.globalchange.gov/dataset/nasa-ornldaac-1161	1
427	http://data.globalchange.gov/dataset/nasa-ornldaac-442	1
428	http://data.globalchange.gov/dataset/nasa-ornldaac-444	1
429	http://data.globalchange.gov/dataset/nasa-ornldaac-430	1
430	http://data.globalchange.gov/dataset/nasa-ornldaac-443	1
431	http://data.globalchange.gov/dataset/nasa-ornldaac-429	1
432	http://data.globalchange.gov/dataset/nasa-ornldaac-432	1
433	http://data.globalchange.gov/dataset/nasa-ornldaac-564	1
434	http://data.globalchange.gov/dataset/nasa-ornldaac-590	1
435	http://data.globalchange.gov/dataset/nasa-ornldaac-602	1
436	http://data.globalchange.gov/dataset/nasa-ornldaac-607	1
437	http://data.globalchange.gov/dataset/nasa-ornldaac-664	1
438	http://data.globalchange.gov/dataset/nasa-ornldaac-689	1
439	http://data.globalchange.gov/dataset/nasa-ornldaac-690	1
440	http://data.globalchange.gov/dataset/nasa-ornldaac-695	1
441	http://data.globalchange.gov/dataset/nasa-ornldaac-716	1
442	http://data.globalchange.gov/dataset/nasa-ornldaac-747	1
443	http://data.globalchange.gov/dataset/nasa-ornldaac-748	1
444	http://data.globalchange.gov/dataset/nasa-ornldaac-79	1
445	http://data.globalchange.gov/dataset/nasa-ornldaac-796	1
446	http://data.globalchange.gov/dataset/nasa-ornldaac-840	1
447	http://data.globalchange.gov/dataset/nasa-ornldaac-885	1
448	http://data.globalchange.gov/dataset/nasa-ornldaac-889	1
449	http://data.globalchange.gov/dataset/nasa-ornldaac-975	1
450	http://data.globalchange.gov/dataset/nasa-podaac-avhrr_sst_noaa19_nar-osisaf-l3c-v1-0	1
451	http://data.globalchange.gov/dataset/nasa-podaac-avhrr_sst_metop_a_nar-osisaf-l3c-v1-0	1
452	http://data.globalchange.gov/dataset/nasa-podaac-nscat_level_2_v2	1
453	http://data.globalchange.gov/dataset/nsidc-0523	1
454	http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10cm	1
455	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_moocn	1
456	http://data.globalchange.gov/dataset/nasa-nsidcdaac-sv12lc	1
457	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_si6	1
458	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla05	1
459	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla06	1
460	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0608	1
461	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0422	1
462	http://data.globalchange.gov/dataset/nasa-nsidcdaac-myd29e1d	1
463	http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10c2	1
464	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla02	1
465	http://data.globalchange.gov/dataset/nasa-nsidcdaac-glah03	1
466	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0555	1
467	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_si25	1
468	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla12	1
469	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla13	1
470	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0609	1
471	http://data.globalchange.gov/dataset/nasa-nsidcdaac-myd10c1	1
472	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0327	1
473	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0341	1
474	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0150	1
475	http://data.globalchange.gov/dataset/nasa-nsidcdaac-glah10	1
476	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla14	1
477	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_wkocn	1
478	http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10a2	1
479	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0365	1
480	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0330	1
481	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_rain	1
482	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0450	1
483	http://data.globalchange.gov/dataset/nasa-nsidcdaac-myd29p1d	1
484	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0144	1
485	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla03	1
486	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0357	1
487	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0610	1
488	http://data.globalchange.gov/dataset/nsidc-0522	1
489	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0372	1
490	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0545	1
491	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0566	1
492	http://data.globalchange.gov/dataset/nasa-nsidcdaac-amsr-l1a	1
493	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_land3	1
494	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0364	1
495	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0092	1
496	http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10a1	1
497	http://data.globalchange.gov/dataset/nasa-nsidcdaac-gla10	1
498	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0571	1
499	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0577	1
500	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0432	1
501	http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10c1	1
502	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0553	1
503	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0565	1
504	http://data.globalchange.gov/dataset/nasa-nsidcdaac-0578	1
505	http://data.globalchange.gov/dataset/nasa-nsidcdaac-glah06	1
506	http://data.globalchange.gov/dataset/nasa-nsidcdaac-ae_mosno	1
507	http://data.globalchange.gov/dataset/nasa-podaac-viirs_npp-ospo-l3u-v2-4	1
508	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_daily_v4	1
509	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_3month_v4	1
510	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_3month_v4	1
511	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_28day-runningmean_v4	1
512	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_annual_v4	1
513	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_monthly-climatology_v4	1
514	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_28day-runningmean_v4	1
515	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_7day_v4	1
516	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_7day_v4	1
517	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_seasonal-climatology_v4	1
518	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_seasonal-climatology_v4	1
519	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_seasonal-climatology_v4	1
520	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_cumulative_v4	1
521	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_cumulative_v4	1
522	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_annual_4km_nighttime_v2014-0	1
523	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_annual_9km_nighttime_v2014-0	1
524	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_daily_9km_daytime_v2014-0	1
525	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_9km_daytime_v2014-0	1
526	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_8day_9km_nighttime_v2014-0	1
527	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_daytime_v2014-0	1
528	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_nighttime_v2014-0	1
529	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_4km_nighttime_v2014-0	1
530	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_4km_nighttime_v2014-0	1
531	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_chla_monthly_4km_v2014-0	1
532	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_8day_9km_nighttime_v2014-0	1
533	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_9km_nighttime_v2014-0	1
534	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_annual_4km_daytime_v2014-0	1
535	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_annual_4km_nighttime_v2014-0	1
536	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_monthly_9km_nighttime_v2014-0	1
537	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_4km_nighttime_v2014-0	1
538	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_monthly_9km_nighttime_v2014-0	1
539	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_3month_v3	1
540	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_3month_v3	1
541	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_annual_v3	1
542	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_monthly_v3	1
543	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_3month_v3	1
544	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_daily_v3	1
545	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_daily_v3	1
546	http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_monthly_v3	1
547	http://data.globalchange.gov/dataset/nasa-podaac-ascatb-l2-coastal	1
548	http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_amsre_wind_vectors_flk	1
549	http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_ssmi_f10_wind_vectors_flk	1
550	http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_ssmi_f13_wind_vectors_flk	1
551	http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_ssmi_f15_wind_vectors_flk	1
552	http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_ssmis_f17_wind_vectors_flk	1
553	http://data.globalchange.gov/dataset/nasa-podaac-ers-1_byu_l3_ow_sigma0_enhanced	1
554	http://data.globalchange.gov/dataset/nasa-podaac-ers-1_ifremer_l3_ow_mean_wind_fields	1
555	http://data.globalchange.gov/dataset/nasa-podaac-ers-2_ifremer_l3_ow_mean_wind_fields	1
556	http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-ats_nr_2p	1
557	http://data.globalchange.gov/dataset/nasa-podaac-eur-l3p-glob_avhrr_metop_a	1
558	http://data.globalchange.gov/dataset/nasa-podaac-eur-l3p-nar_avhrr_noaa_19	1
559	http://data.globalchange.gov/dataset/nasa-podaac-grace_gac_l2_grav_jpl_rl05	1
560	http://data.globalchange.gov/dataset/nasa-podaac-grace_gsm_l2_grav_gfz_rl05a	1
561	http://data.globalchange.gov/dataset/nasa-podaac-grace_gsm_l2_grav_gfz_rl05_uncon	1
562	http://data.globalchange.gov/dataset/nasa-podaac-grace_l1b_grav_jpl_rl00	1
563	http://data.globalchange.gov/dataset/nasa-podaac-grace_l1b_grav_jpl_rl02	1
564	http://data.globalchange.gov/dataset/nasa-podaac-jpl-l2p-modis_a	1
565	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_chla_daily_4km_r	1
566	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_annual_4km_nighttime	1
567	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_daily_4km_nighttime	1
568	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_mid-ir_monthly_4km_nighttime	1
569	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_8day_4km_daytime	1
570	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_8day_9km_daytime	1
571	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_annual_4km_daytime	1
572	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_annual_4km_nighttime	1
573	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_annual_9km_nighttime	1
574	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_daily_4km_nighttime	1
575	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_daily_9km_nighttime	1
576	http://data.globalchange.gov/dataset/nasa-podaac-modis_aqua_l3_sst_thermal_monthly_4km_nighttime	1
577	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_monthly_4km_nighttime	1
578	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_4km_daytime	1
579	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_9km_daytime	1
580	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_4km_nighttime	1
581	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_nighttime	1
582	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_4km_nighttime	1
583	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_9km_nighttime	1
584	http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_4km_nighttime	1
585	http://data.globalchange.gov/dataset/nasa-podaac-nscat_aer_hoffman_l2_ow_wind_vector_ambiguity_removal	1
586	http://data.globalchange.gov/dataset/nasa-podaac-nscat_ifremer_l3_ow_mean_wind_fields	1
587	http://data.globalchange.gov/dataset/nasa-podaac-nscat_w25_rmgdr_v2	1
588	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_full	1
589	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_antarctica_polar-stereographic_browse_maps_ltod	1
590	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_images_ltod	1
591	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_arctic_polar-stereographic_browse_maps_lite	1
592	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_global_rectangular_browse_images	1
593	http://data.globalchange.gov/dataset/nasa-podaac-qscat_byu_l3_ow_sigma0_global_rectangular_browse_maps_lite	1
594	http://data.globalchange.gov/dataset/nasa-podaac-qscat_l3_sfc_northward_wind_1deg_1mo	1
595	http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_2b_comp_12	1
596	http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_2b_owv_comp_12	1
597	http://data.globalchange.gov/dataset/nasa-podaac-qscat_level_3_v2	1
598	http://data.globalchange.gov/dataset/nasa-podaac-quikscat_byu_l3_ow_sigma0_enhanced	1
599	http://data.globalchange.gov/dataset/nasa-podaac-remss-l2p-amsre	1
600	http://data.globalchange.gov/dataset/nasa-podaac-remss-l2p_gridded_25-tmi	1
601	http://data.globalchange.gov/dataset/nasa-podaac-remss-l2p-tmi	1
